userId,movieId,tag,tag_tokens,tag_nsw,tag_lemm,tag_pos_tags
21,1569,romantic comedy,"['romantic', 'comedy']","['romant', 'comedi']","['romantic', 'comedy']","[('romantic', 'JJ'), ('comedy', 'NN')]"
21,1569,wedding,['wedding'],['wed'],['wedding'],"[('wedding', 'NN')]"
21,118985,painter,['painter'],['painter'],['painter'],"[('painter', 'NN')]"
21,119141,bloody,['bloody'],['bloodi'],['bloody'],"[('bloody', 'NN')]"
49,109487,black hole,"['black', 'hole']","['black', 'hole']","['black', 'hole']","[('black', 'JJ'), ('hole', 'NN')]"
49,109487,scifi,['scifi'],['scifi'],['scifi'],"[('scifi', 'NN')]"
49,109487,timetravel,['timetravel'],['timetravel'],['timetravel'],"[('timetravel', 'NN')]"
62,2,fantasy,['fantasy'],['fantasi'],['fantasy'],"[('fantasy', 'NN')]"
62,2,magic board game,"['magic', 'board', 'game']","['magic', 'board', 'game']","['magic', 'board', 'game']","[('magic', 'RB'), ('board', 'NN'), ('game', 'NN')]"
62,2,robin williams,"['robin', 'williams']","['robin', 'william']","['robin', 'williams']","[('robin', 'NN'), ('williams', 'NNS')]"
62,110,beautiful scenery,"['beautiful', 'scenery']","['beauti', 'sceneri']","['beautiful', 'scenery']","[('beautiful', 'JJ'), ('scenery', 'NN')]"
62,110,epic,['epic'],['epic'],['epic'],"[('epic', 'NN')]"
62,110,historical,['historical'],['histor'],['historical'],"[('historical', 'JJ')]"
62,110,inspirational,['inspirational'],['inspir'],['inspirational'],"[('inspirational', 'JJ')]"
62,110,medieval,['medieval'],['mediev'],['medieval'],"[('medieval', 'NN')]"
62,110,mel gibson,"['mel', 'gibson']","['mel', 'gibson']","['mel', 'gibson']","[('mel', 'NN'), ('gibson', 'NN')]"
62,110,oscar best cinematography,"['oscar', 'best', 'cinematography']","['oscar', 'best', 'cinematographi']","['oscar', 'best', 'cinematography']","[('oscar', 'NN'), ('best', 'JJS'), ('cinematography', 'NN')]"
62,110,revenge,['revenge'],['reveng'],['revenge'],"[('revenge', 'NN')]"
62,110,sword fight,"['sword', 'fight']","['sword', 'fight']","['sword', 'fight']","[('sword', 'NN'), ('fight', 'NN')]"
62,410,black comedy,"['black', 'comedy']","['black', 'comedi']","['black', 'comedy']","[('black', 'JJ'), ('comedy', 'NN')]"
62,410,christina ricci,"['christina', 'ricci']","['christina', 'ricci']","['christina', 'ricci']","[('christina', 'NN'), ('ricci', 'NN')]"
62,410,christopher lloyd,"['christopher', 'lloyd']","['christoph', 'lloyd']","['christopher', 'lloyd']","[('christopher', 'NN'), ('lloyd', 'NN')]"
62,410,dark comedy,"['dark', 'comedy']","['dark', 'comedi']","['dark', 'comedy']","[('dark', 'JJ'), ('comedy', 'NN')]"
62,410,family,['family'],['famili'],['family'],"[('family', 'NN')]"
62,410,gothic,['gothic'],['gothic'],['gothic'],"[('gothic', 'JJ')]"
62,2023,al pacino,"['al', 'pacino']","['al', 'pacino']","['al', 'pacino']","[('al', 'NN'), ('pacino', 'NN')]"
62,2023,andy garcia,"['andy', 'garcia']","['andi', 'garcia']","['andy', 'garcia']","[('andy', 'NN'), ('garcia', 'NN')]"
62,2023,classic,['classic'],['classic'],['classic'],"[('classic', 'JJ')]"
62,2023,francis ford coppola,"['francis', 'ford', 'coppola']","['franci', 'ford', 'coppola']","['francis', 'ford', 'coppola']","[('francis', 'NN'), ('ford', 'NN'), ('coppola', 'NN')]"
62,2023,mafia,['mafia'],['mafia'],['mafia'],"[('mafia', 'NN')]"
62,2124,black comedy,"['black', 'comedy']","['black', 'comedi']","['black', 'comedy']","[('black', 'JJ'), ('comedy', 'NN')]"
62,2124,christina ricci,"['christina', 'ricci']","['christina', 'ricci']","['christina', 'ricci']","[('christina', 'NN'), ('ricci', 'NN')]"
62,2124,christopher lloyd,"['christopher', 'lloyd']","['christoph', 'lloyd']","['christopher', 'lloyd']","[('christopher', 'NN'), ('lloyd', 'NN')]"
62,2124,family,['family'],['famili'],['family'],"[('family', 'NN')]"
62,2124,gothic,['gothic'],['gothic'],['gothic'],"[('gothic', 'JJ')]"
62,2124,quirky,['quirky'],['quirki'],['quirky'],"[('quirky', 'NN')]"
62,2953,family,['family'],['famili'],['family'],"[('family', 'NN')]"
62,2953,funny,['funny'],['funni'],['funny'],"[('funny', 'NN')]"
62,2953,macaulay culkin,"['macaulay', 'culkin']","['macaulay', 'culkin']","['macaulay', 'culkin']","[('macaulay', 'NN'), ('culkin', 'NN')]"
62,2953,sequel,['sequel'],['sequel'],['sequel'],"[('sequel', 'NN')]"
62,3114,animation,['animation'],['anim'],['animation'],"[('animation', 'NN')]"
62,3114,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
62,3114,funny,['funny'],['funni'],['funny'],"[('funny', 'NN')]"
62,3114,original,['original'],['origin'],['original'],"[('original', 'JJ')]"
62,3114,pixar,['pixar'],['pixar'],['pixar'],"[('pixar', 'NN')]"
62,3114,sequel,['sequel'],['sequel'],['sequel'],"[('sequel', 'NN')]"
62,3114,tom hanks,"['tom', 'hanks']","['tom', 'hank']","['tom', 'hank']","[('tom', 'NN'), ('hanks', 'NNS')]"
62,3578,ancient rome,"['ancient', 'rome']","['ancient', 'rome']","['ancient', 'rome']","[('ancient', 'JJ'), ('rome', 'NN')]"
62,3578,epic,['epic'],['epic'],['epic'],"[('epic', 'NN')]"
62,3578,history,['history'],['histori'],['history'],"[('history', 'NN')]"
62,3578,imdb top ,"['imdb', 'top']","['imdb', 'top']","['imdb', 'top']","[('imdb', 'NN'), ('top', 'NN')]"
62,3578,revenge,['revenge'],['reveng'],['revenge'],"[('revenge', 'NN')]"
62,3578,rome,['rome'],['rome'],['rome'],"[('rome', 'NN')]"
62,3578,russell crowe,"['russell', 'crowe']","['russel', 'crow']","['russell', 'crowe']","[('russell', 'NN'), ('crowe', 'NN')]"
62,4223,ed harris,"['ed', 'harris']","['ed', 'harri']","['ed', 'harris']","[('ed', 'NNS'), ('harris', 'VBP')]"
62,4223,jude law,"['jude', 'law']","['jude', 'law']","['jude', 'law']","[('jude', 'NN'), ('law', 'NN')]"
62,4223,rachel weisz,"['rachel', 'weisz']","['rachel', 'weisz']","['rachel', 'weisz']","[('rachel', 'NN'), ('weisz', 'NN')]"
62,4223,sniper,['sniper'],['sniper'],['sniper'],"[('sniper', 'NN')]"
62,4223,world war ii,"['world', 'war', 'ii']","['world', 'war', 'ii']","['world', 'war', 'ii']","[('world', 'NN'), ('war', 'NN'), ('ii', 'NN')]"
62,5388,al pacino,"['al', 'pacino']","['al', 'pacino']","['al', 'pacino']","[('al', 'NN'), ('pacino', 'NN')]"
62,5388,atmospheric,['atmospheric'],['atmospher'],['atmospheric'],"[('atmospheric', 'JJ')]"
62,5388,hilary swank,"['hilary', 'swank']","['hilari', 'swank']","['hilary', 'swank']","[('hilary', 'JJ'), ('swank', 'NN')]"
62,5388,robin williams,"['robin', 'williams']","['robin', 'william']","['robin', 'williams']","[('robin', 'NN'), ('williams', 'NNS')]"
62,6058,sequel,['sequel'],['sequel'],['sequel'],"[('sequel', 'NN')]"
62,6058,violent,['violent'],['violent'],['violent'],"[('violent', 'NN')]"
62,6534,dogs,['dogs'],['dog'],['dog'],"[('dogs', 'NNS')]"
62,6534,eric bana,"['eric', 'bana']","['eric', 'bana']","['eric', 'bana']","[('eric', 'JJ'), ('bana', 'NN')]"
62,6534,mad scientist,"['mad', 'scientist']","['mad', 'scientist']","['mad', 'scientist']","[('mad', 'JJ'), ('scientist', 'NN')]"
62,6534,marvel,['marvel'],['marvel'],['marvel'],"[('marvel', 'NN')]"
62,6541,captain nemo,"['captain', 'nemo']","['captain', 'nemo']","['captain', 'nemo']","[('captain', 'NN'), ('nemo', 'NN')]"
62,6541,comic book,"['comic', 'book']","['comic', 'book']","['comic', 'book']","[('comic', 'JJ'), ('book', 'NN')]"
62,6541,gothic,['gothic'],['gothic'],['gothic'],"[('gothic', 'JJ')]"
62,6541,peta wilson,"['peta', 'wilson']","['peta', 'wilson']","['peta', 'wilson']","[('peta', 'NN'), ('wilson', 'NN')]"
62,6541,sean connery,"['sean', 'connery']","['sean', 'conneri']","['sean', 'connery']","[('sean', 'JJ'), ('connery', 'NN')]"
62,6541,superhero,['superhero'],['superhero'],['superhero'],"[('superhero', 'NN')]"
62,6564,adventure,['adventure'],['adventur'],['adventure'],"[('adventure', 'NN')]"
62,6564,angelina jolie,"['angelina', 'jolie']","['angelina', 'joli']","['angelina', 'jolie']","[('angelina', 'NNS'), ('jolie', 'NN')]"
62,6564,heroine in tight suit,"['heroine', 'in', 'tight', 'suit']","['heroin', 'tight', 'suit']","['heroine', 'in', 'tight', 'suit']","[('heroine', 'NN'), ('in', 'IN'), ('tight', 'JJ'), ('suit', 'NN')]"
62,7153,adventure,['adventure'],['adventur'],['adventure'],"[('adventure', 'NN')]"
62,7153,ensemble cast,"['ensemble', 'cast']","['ensembl', 'cast']","['ensemble', 'cast']","[('ensemble', 'JJ'), ('cast', 'NN')]"
62,7153,fantasy,['fantasy'],['fantasi'],['fantasy'],"[('fantasy', 'NN')]"
62,7153,fantasy world,"['fantasy', 'world']","['fantasi', 'world']","['fantasy', 'world']","[('fantasy', 'JJ'), ('world', 'NN')]"
62,7153,great soundtrack,"['great', 'soundtrack']","['great', 'soundtrack']","['great', 'soundtrack']","[('great', 'JJ'), ('soundtrack', 'NN')]"
62,7153,lord of the rings,"['lord', 'of', 'the', 'rings']","['lord', 'ring']","['lord', 'of', 'the', 'ring']","[('lord', 'NN'), ('of', 'IN'), ('the', 'DT'), ('rings', 'NNS')]"
62,7153,scenic,['scenic'],['scenic'],['scenic'],"[('scenic', 'NN')]"
62,7153,stylized,['stylized'],['styliz'],['stylized'],"[('stylized', 'VBN')]"
62,7153,tolkien,['tolkien'],['tolkien'],['tolkien'],"[('tolkien', 'NN')]"
62,8641,hilarious,['hilarious'],['hilari'],['hilarious'],"[('hilarious', 'JJ')]"
62,8641,steve carell,"['steve', 'carell']","['steve', 'carel']","['steve', 'carell']","[('steve', 'NN'), ('carell', 'NN')]"
62,8641,will ferrell,"['will', 'ferrell']",['ferrel'],"['will', 'ferrell']","[('will', 'MD'), ('ferrell', 'VB')]"
62,27660,animation,['animation'],['anim'],['animation'],"[('animation', 'NN')]"
62,27660,anime,['anime'],['anim'],['anime'],"[('anime', 'NN')]"
62,27660,cyberpunk,['cyberpunk'],['cyberpunk'],['cyberpunk'],"[('cyberpunk', 'NN')]"
62,27660,dark,['dark'],['dark'],['dark'],"[('dark', 'NN')]"
62,27660,matrix,['matrix'],['matrix'],['matrix'],"[('matrix', 'NN')]"
62,27660,scifi,['scifi'],['scifi'],['scifi'],"[('scifi', 'NN')]"
62,27706,dark comedy,"['dark', 'comedy']","['dark', 'comedi']","['dark', 'comedy']","[('dark', 'JJ'), ('comedy', 'NN')]"
62,27706,jim carrey,"['jim', 'carrey']","['jim', 'carrey']","['jim', 'carrey']","[('jim', 'NN'), ('carrey', 'NN')]"
62,27706,meryl streep,"['meryl', 'streep']","['meryl', 'streep']","['meryl', 'streep']","[('meryl', 'NN'), ('streep', 'NN')]"
62,27706,quirky,['quirky'],['quirki'],['quirky'],"[('quirky', 'NN')]"
62,27706,stylized,['stylized'],['styliz'],['stylized'],"[('stylized', 'VBN')]"
62,27808,adam sandler,"['adam', 'sandler']","['adam', 'sandler']","['adam', 'sandler']","[('adam', 'NN'), ('sandler', 'NN')]"
62,27808,family,['family'],['famili'],['family'],"[('family', 'NN')]"
62,27808,sweet,['sweet'],['sweet'],['sweet'],"[('sweet', 'NN')]"
62,27831,british gangster,"['british', 'gangster']","['british', 'gangster']","['british', 'gangster']","[('british', 'JJ'), ('gangster', 'NN')]"
62,27831,confusing,['confusing'],['confus'],['confusing'],"[('confusing', 'VBG')]"
62,27831,daniel craig,"['daniel', 'craig']","['daniel', 'craig']","['daniel', 'craig']","[('daniel', 'NN'), ('craig', 'NN')]"
62,27831,exquisite plotting,"['exquisite', 'plotting']","['exquisit', 'plot']","['exquisite', 'plotting']","[('exquisite', 'RB'), ('plotting', 'VBG')]"
62,27831,organized crime,"['organized', 'crime']","['organ', 'crime']","['organized', 'crime']","[('organized', 'VBN'), ('crime', 'NN')]"
62,27831,stylish,['stylish'],['stylish'],['stylish'],"[('stylish', 'NN')]"
62,27831,tom hardy,"['tom', 'hardy']","['tom', 'hardi']","['tom', 'hardy']","[('tom', 'NN'), ('hardy', 'NN')]"
62,31658,anime,['anime'],['anim'],['anime'],"[('anime', 'NN')]"
62,31658,fantasy world,"['fantasy', 'world']","['fantasi', 'world']","['fantasy', 'world']","[('fantasy', 'JJ'), ('world', 'NN')]"
62,31658,hayao miyazaki,"['hayao', 'miyazaki']","['hayao', 'miyazaki']","['hayao', 'miyazaki']","[('hayao', 'NN'), ('miyazaki', 'NN')]"
62,31658,studio ghibli,"['studio', 'ghibli']","['studio', 'ghibli']","['studio', 'ghibli']","[('studio', 'NN'), ('ghibli', 'NN')]"
62,33162,david thewlis,"['david', 'thewlis']","['david', 'thewli']","['david', 'thewlis']","[('david', 'NN'), ('thewlis', 'NN')]"
62,33162,eva green,"['eva', 'green']","['eva', 'green']","['eva', 'green']","[('eva', 'NN'), ('green', 'NN')]"
62,33162,liam neeson,"['liam', 'neeson']","['liam', 'neeson']","['liam', 'neeson']","[('liam', 'NN'), ('neeson', 'NN')]"
62,33162,orlando bloom,"['orlando', 'bloom']","['orlando', 'bloom']","['orlando', 'bloom']","[('orlando', 'NN'), ('bloom', 'NN')]"
62,34150,chris evans,"['chris', 'evans']","['chri', 'evan']","['chris', 'evans']","[('chris', 'NN'), ('evans', 'NNS')]"
62,34150,comic book,"['comic', 'book']","['comic', 'book']","['comic', 'book']","[('comic', 'JJ'), ('book', 'NN')]"
62,34150,heroine in tight suit,"['heroine', 'in', 'tight', 'suit']","['heroin', 'tight', 'suit']","['heroine', 'in', 'tight', 'suit']","[('heroine', 'NN'), ('in', 'IN'), ('tight', 'JJ'), ('suit', 'NN')]"
62,34150,jessica alba,"['jessica', 'alba']","['jessica', 'alba']","['jessica', 'alba']","[('jessica', 'NN'), ('alba', 'NN')]"
62,34150,sexy female scientist,"['sexy', 'female', 'scientist']","['sexi', 'femal', 'scientist']","['sexy', 'female', 'scientist']","[('sexy', 'JJ'), ('female', 'NN'), ('scientist', 'NN')]"
62,34150,superhero,['superhero'],['superhero'],['superhero'],"[('superhero', 'NN')]"
62,37729,gothic,['gothic'],['gothic'],['gothic'],"[('gothic', 'JJ')]"
62,37729,helena bonham carter,"['helena', 'bonham', 'carter']","['helena', 'bonham', 'carter']","['helena', 'bonham', 'carter']","[('helena', 'NN'), ('bonham', 'NN'), ('carter', 'NN')]"
62,37729,johnny depp,"['johnny', 'depp']","['johnni', 'depp']","['johnny', 'depp']","[('johnny', 'NN'), ('depp', 'NN')]"
62,37729,tim burton,"['tim', 'burton']","['tim', 'burton']","['tim', 'burton']","[('tim', 'NN'), ('burton', 'NN')]"
62,37729,visually appealing,"['visually', 'appealing']","['visual', 'appeal']","['visually', 'appealing']","[('visually', 'RB'), ('appealing', 'VBG')]"
62,38061,black comedy,"['black', 'comedy']","['black', 'comedi']","['black', 'comedy']","[('black', 'JJ'), ('comedy', 'NN')]"
62,38061,clever,['clever'],['clever'],['clever'],"[('clever', 'NN')]"
62,38061,fastpaced dialogue,"['fastpaced', 'dialogue']","['fastpac', 'dialogu']","['fastpaced', 'dialogue']","[('fastpaced', 'VBN'), ('dialogue', 'NN')]"
62,38061,good dialogue,"['good', 'dialogue']","['good', 'dialogu']","['good', 'dialogue']","[('good', 'JJ'), ('dialogue', 'NN')]"
62,38061,robert downey jr,"['robert', 'downey', 'jr']","['robert', 'downey', 'jr']","['robert', 'downey', 'jr']","[('robert', 'NN'), ('downey', 'NN'), ('jr', 'NN')]"
62,38061,witty,['witty'],['witti'],['witty'],"[('witty', 'NN')]"
62,45447,adventure,['adventure'],['adventur'],['adventure'],"[('adventure', 'NN')]"
62,45447,audrey tautou,"['audrey', 'tautou']","['audrey', 'tautou']","['audrey', 'tautou']","[('audrey', 'NN'), ('tautou', 'NN')]"
62,45447,conspiracy theory,"['conspiracy', 'theory']","['conspiraci', 'theori']","['conspiracy', 'theory']","[('conspiracy', 'NN'), ('theory', 'NN')]"
62,45447,mystery,['mystery'],['mysteri'],['mystery'],"[('mystery', 'NN')]"
62,45447,paris,['paris'],['pari'],['paris'],"[('paris', 'NN')]"
62,45447,tom hanks,"['tom', 'hanks']","['tom', 'hank']","['tom', 'hank']","[('tom', 'NN'), ('hanks', 'NNS')]"
62,45447,treasure hunt,"['treasure', 'hunt']","['treasur', 'hunt']","['treasure', 'hunt']","[('treasure', 'NN'), ('hunt', 'NN')]"
62,46723,brad pitt,"['brad', 'pitt']","['brad', 'pitt']","['brad', 'pitt']","[('brad', 'NN'), ('pitt', 'NN')]"
62,46723,cate blanchett,"['cate', 'blanchett']","['cate', 'blanchett']","['cate', 'blanchett']","[('cate', 'NN'), ('blanchett', 'NN')]"
62,46723,multiple storylines,"['multiple', 'storylines']","['multipl', 'storylin']","['multiple', 'storyline']","[('multiple', 'JJ'), ('storylines', 'NNS')]"
62,46723,social commentary,"['social', 'commentary']","['social', 'commentari']","['social', 'commentary']","[('social', 'JJ'), ('commentary', 'NN')]"
62,46972,ben stiller,"['ben', 'stiller']","['ben', 'stiller']","['ben', 'stiller']","[('ben', 'NN'), ('stiller', 'NN')]"
62,46972,robin williams,"['robin', 'williams']","['robin', 'william']","['robin', 'williams']","[('robin', 'NN'), ('williams', 'NNS')]"
62,46976,emma thompson,"['emma', 'thompson']","['emma', 'thompson']","['emma', 'thompson']","[('emma', 'NN'), ('thompson', 'NN')]"
62,46976,maggie gyllenhaal,"['maggie', 'gyllenhaal']","['maggi', 'gyllenha']","['maggie', 'gyllenhaal']","[('maggie', 'NN'), ('gyllenhaal', 'NN')]"
62,46976,modern fantasy,"['modern', 'fantasy']","['modern', 'fantasi']","['modern', 'fantasy']","[('modern', 'JJ'), ('fantasy', 'NN')]"
62,46976,romance,['romance'],['romanc'],['romance'],"[('romance', 'NN')]"
62,46976,surreal,['surreal'],['surreal'],['surreal'],"[('surreal', 'NN')]"
62,46976,will ferrell,"['will', 'ferrell']",['ferrel'],"['will', 'ferrell']","[('will', 'MD'), ('ferrell', 'VB')]"
62,49130,marion cotillard,"['marion', 'cotillard']","['marion', 'cotillard']","['marion', 'cotillard']","[('marion', 'NN'), ('cotillard', 'NN')]"
62,49530,africa,['africa'],['africa'],['africa'],"[('africa', 'NN')]"
62,49530,corruption,['corruption'],['corrupt'],['corruption'],"[('corruption', 'NN')]"
62,49530,jennifer connelly,"['jennifer', 'connelly']","['jennif', 'connelli']","['jennifer', 'connelly']","[('jennifer', 'NN'), ('connelly', 'RB')]"
62,49530,justice,['justice'],['justic'],['justice'],"[('justice', 'NN')]"
62,49530,leonardo dicaprio,"['leonardo', 'dicaprio']","['leonardo', 'dicaprio']","['leonardo', 'dicaprio']","[('leonardo', 'NN'), ('dicaprio', 'NN')]"
62,53464,bad acting,"['bad', 'acting']","['bad', 'act']","['bad', 'acting']","[('bad', 'JJ'), ('acting', 'VBG')]"
62,53464,bad jokes,"['bad', 'jokes']","['bad', 'joke']","['bad', 'joke']","[('bad', 'JJ'), ('jokes', 'NNS')]"
62,53464,bad plot,"['bad', 'plot']","['bad', 'plot']","['bad', 'plot']","[('bad', 'JJ'), ('plot', 'NN')]"
62,53464,chris evans,"['chris', 'evans']","['chri', 'evan']","['chris', 'evans']","[('chris', 'NN'), ('evans', 'NNS')]"
62,53464,jessica alba,"['jessica', 'alba']","['jessica', 'alba']","['jessica', 'alba']","[('jessica', 'NN'), ('alba', 'NN')]"
62,53464,marvel,['marvel'],['marvel'],['marvel'],"[('marvel', 'NN')]"
62,53464,sexy female scientist,"['sexy', 'female', 'scientist']","['sexi', 'femal', 'scientist']","['sexy', 'female', 'scientist']","[('sexy', 'JJ'), ('female', 'NN'), ('scientist', 'NN')]"
62,58047,rachel weisz,"['rachel', 'weisz']","['rachel', 'weisz']","['rachel', 'weisz']","[('rachel', 'NN'), ('weisz', 'NN')]"
62,58047,ryan reynolds,"['ryan', 'reynolds']","['ryan', 'reynold']","['ryan', 'reynolds']","[('ryan', 'NN'), ('reynolds', 'NNS')]"
62,59501,fantasy,['fantasy'],['fantasi'],['fantasy'],"[('fantasy', 'NN')]"
62,59501,lion,['lion'],['lion'],['lion'],"[('lion', 'NN')]"
62,59501,narnia,['narnia'],['narnia'],['narnia'],"[('narnia', 'NN')]"
62,59501,tilda swinton,"['tilda', 'swinton']","['tilda', 'swinton']","['tilda', 'swinton']","[('tilda', 'NN'), ('swinton', 'NN')]"
62,60074,bad script,"['bad', 'script']","['bad', 'script']","['bad', 'script']","[('bad', 'JJ'), ('script', 'NN')]"
62,60074,charlize theron,"['charlize', 'theron']","['charliz', 'theron']","['charlize', 'theron']","[('charlize', 'VB'), ('theron', 'NN')]"
62,60074,will smith,"['will', 'smith']",['smith'],"['will', 'smith']","[('will', 'MD'), ('smith', 'VB')]"
62,60126,anne hathaway,"['anne', 'hathaway']","['ann', 'hathaway']","['anne', 'hathaway']","[('anne', 'NN'), ('hathaway', 'NN')]"
62,60126,steve carell,"['steve', 'carell']","['steve', 'carel']","['steve', 'carell']","[('steve', 'NN'), ('carell', 'NN')]"
62,60756,comedy,['comedy'],['comedi'],['comedy'],"[('comedy', 'NN')]"
62,60756,funny,['funny'],['funni'],['funny'],"[('funny', 'NN')]"
62,60756,will ferrell,"['will', 'ferrell']",['ferrel'],"['will', 'ferrell']","[('will', 'MD'), ('ferrell', 'VB')]"
62,61024,comedy,['comedy'],['comedi'],['comedy'],"[('comedy', 'NN')]"
62,61024,james franco,"['james', 'franco']","['jame', 'franco']","['james', 'franco']","[('james', 'NNS'), ('franco', 'VBP')]"
62,61024,seth rogen,"['seth', 'rogen']","['seth', 'rogen']","['seth', 'rogen']","[('seth', 'NNS'), ('rogen', 'NN')]"
62,61024,stoner movie,"['stoner', 'movie']","['stoner', 'movi']","['stoner', 'movie']","[('stoner', 'NN'), ('movie', 'NN')]"
62,63992,audience intelligence underestimated,"['audience', 'intelligence', 'underestimated']","['audienc', 'intellig', 'underestim']","['audience', 'intelligence', 'underestimated']","[('audience', 'NN'), ('intelligence', 'NN'), ('underestimated', 'VBD')]"
62,63992,boring,['boring'],['bore'],['boring'],"[('boring', 'NN')]"
62,63992,chick flick,"['chick', 'flick']","['chick', 'flick']","['chick', 'flick']","[('chick', 'NN'), ('flick', 'NN')]"
62,63992,overrated,['overrated'],['overr'],['overrated'],"[('overrated', 'VBN')]"
62,63992,teen movie,"['teen', 'movie']","['teen', 'movi']","['teen', 'movie']","[('teen', 'JJ'), ('movie', 'NN')]"
62,68848,adrien brody,"['adrien', 'brody']","['adrien', 'brodi']","['adrien', 'brody']","[('adrien', 'NN'), ('brody', 'NN')]"
62,68848,con artists,"['con', 'artists']","['con', 'artist']","['con', 'artist']","[('con', 'NN'), ('artists', 'NNS')]"
62,68848,funny,['funny'],['funni'],['funny'],"[('funny', 'NN')]"
62,68848,interesting characters,"['interesting', 'characters']","['interest', 'charact']","['interesting', 'character']","[('interesting', 'VBG'), ('characters', 'NNS')]"
62,68848,mark ruffalo,"['mark', 'ruffalo']","['mark', 'ruffalo']","['mark', 'ruffalo']","[('mark', 'NN'), ('ruffalo', 'NN')]"
62,68848,rachel weisz,"['rachel', 'weisz']","['rachel', 'weisz']","['rachel', 'weisz']","[('rachel', 'NN'), ('weisz', 'NN')]"
62,71535,bill murray,"['bill', 'murray']","['bill', 'murray']","['bill', 'murray']","[('bill', 'NN'), ('murray', 'NN')]"
62,71535,dark comedy,"['dark', 'comedy']","['dark', 'comedi']","['dark', 'comedy']","[('dark', 'JJ'), ('comedy', 'NN')]"
62,71535,emma stone,"['emma', 'stone']","['emma', 'stone']","['emma', 'stone']","[('emma', 'NN'), ('stone', 'NN')]"
62,71535,funny,['funny'],['funni'],['funny'],"[('funny', 'NN')]"
62,71535,jesse eisenberg,"['jesse', 'eisenberg']","['jess', 'eisenberg']","['jesse', 'eisenberg']","[('jesse', 'NN'), ('eisenberg', 'NN')]"
62,71535,woody harrelson,"['woody', 'harrelson']","['woodi', 'harrelson']","['woody', 'harrelson']","[('woody', 'NN'), ('harrelson', 'NN')]"
62,87430,audience intelligence underestimated,"['audience', 'intelligence', 'underestimated']","['audienc', 'intellig', 'underestim']","['audience', 'intelligence', 'underestimated']","[('audience', 'NN'), ('intelligence', 'NN'), ('underestimated', 'VBD')]"
